symbol,company_name,classification,recommended_action,fp_risk_rationale,english_word_match,prod_observed_fp,validated_against_master
OSWALSEEDS,ShreeOswal Seeds And Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PACEDIGITK,Pace Digitek Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PAGEIND,Page Industries Limited,alias_drop,drop_alias:Page,Common English word 'pageind' triggers case-insensitive false matches in news,N,N,Y
PAISALO,Paisalo Digital Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PAKKA,PAKKA LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PALASHSECU,Palash Securities Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PALREDTEC,Palred Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PANACEABIO,Panacea Biotec Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PANACHE,Panache Digilife Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PANAMAPET,Panama Petrochem Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PANSARI,Pansari Developers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PAR,Par Drugs And Chemicals Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'par' triggers case-insensitive false matches in news,N,N,Y
PARACABLES,Paramount Communications Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PARADEEP,Paradeep Phosphates Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PARAGMILK,Parag Milk Foods Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PARAS,Paras Defence and Space Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PARASPETRO,Paras Petrofils Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PARKHOSPS,Park Medi World Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PARKHOTELS,Apeejay Surrendra Park Hotels Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PARSVNATH,Parsvnath Developers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PASHUPATI,Pashupati Cotspin Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PASUPTAC,Pasupati Acrylon Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PATANJALI,Patanjali Foods Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PATELENG,Patel Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PATELRMART,Patel Retail Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PATINTLOG,Patel Integrated Logistics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PAUSHAKLTD,Paushak Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PAVNAIND,Pavna Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PAYTM,One 97 Communications Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PCBL,PCBL Chemical Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PCJEWELLER,PC Jeweller Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PDMJEPAPER,Pudumjee Paper Products Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PDSL,PDS Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PEARLPOLY,Pearl Polymers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PENIND,Pennar Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PENINLAND,Peninsula Land Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PERSISTENT,Persistent Systems Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'persistent' triggers case-insensitive false matches in news,N,N,Y
PETRONET,Petronet LNG Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PFC,Power Finance Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PFIZER,Pfizer Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PFOCUS,Prime Focus Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PFS,PTC India Financial Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PGEL,PG Electroplast Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PGHH,Procter & Gamble Hygiene and Health Care Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PGHL,Procter & Gamble Health Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PGIL,Pearl Global Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PHOENIXLTD,The Phoenix Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PICCADIL,Piccadily Agro Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PIDILITIND,Pidilite Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PIGL,Power & Instrumentation (Gujarat) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PIIND,PI Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PILANIINVS,Pilani Investment and Industries Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PILITA,PIL ITALICA LIFESTYLE LIMITED,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PINELABS,Pine Labs Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PIONEEREMB,Pioneer Embroideries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PIONRINV,Pioneer Investcorp Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PIRAMALFIN,Piramal Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PITTIENG,Pitti Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PIXTRANS,Pix Transmissions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PKTEA,The Peria Karamalai Tea & Produce Company Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PLASTIBLEN,Plastiblends India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PLATIND,Platinum Industries Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'platind' triggers case-insensitive false matches in news,N,N,Y
PLAZACABLE,Plaza Wires Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PML,Paul Merchants Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PNB,Punjab National Bank,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PNBGILTS,PNB Gilts Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PNBHOUSING,PNB Housing Finance Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PNC,Pritish Nandy Communications Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PNCINFRA,PNC Infratech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PNGJL,P N Gadgil Jewellers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PNGSREVA,PNGS Reva Diamond Jewellery Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POCL,Pondy Oxides & Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PODDARMENT,Poddar Pigments Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POKARNA,Pokarna Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POLICYBZR,PB Fintech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POLYCAB,Polycab India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POLYMED,Poly Medicure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POLYPLEX,Polyplex Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PONNIERODE,Ponni Sugars (Erode) Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POONAWALLA,Poonawalla Fincorp Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POWERGRID,Power Grid Corporation of India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POWERICA,Powerica Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POWERINDIA,Hitachi Energy India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
POWERMECH,Power Mech Projects Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PPAP,PPAP Automotive Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PPL,Prakash Pipes Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PPLPHARMA,Piramal Pharma Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRABHA,Prabha Energy Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRADPME,Pradeep Metals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRAENG,Prajay Engineers Syndicate Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRAJIND,Praj Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRAKASH,Prakash Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRAKASHSTL,Prakash Steelage Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRAVEG,Praveg Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRAXIS,Praxis Home Retail Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRECAM,Precision Camshafts Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRECOT,Precot Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRECWIRE,Precision Wires India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PREMCO,Premco Global Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PREMEXPLN,Premier Explosives Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PREMIER,Premier Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'premier' triggers case-insensitive false matches in news,Y,N,Y
PREMIERENE,Premier Energies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PREMIERPOL,Premier Polyfilm Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRESTIGE,Prestige Estates Projects Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRICOLLTD,Pricol Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRIMESECU,Prime Securities Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRIMO,Primo Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRINCEPIPE,Prince Pipes And Fittings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRITI,Priti International Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRITIKAUTO,Pritika Auto Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRIVISCL,Privi Speciality Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PROSTARM,Prostarm Info Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PROTEAN,Protean eGov Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PROZONER,Prozone Realty Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRSMJOHNSN,Prism Johnson Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRUDENT,Prudent Corporate Advisory Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PRUDMOULI,Prudential Sugar Corporation Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PSB,Punjab & Sind Bank,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PSPPROJECT,PSP Projects Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PTC,PTC India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PTCIL,PTC Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PTL,PTL Enterprises Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PURVA,Puravankara Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PVP,PVP Ventures Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PVRINOX,PVR INOX Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PVSL,Popular Vehicles and Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PWL,Physicswallah Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
PYRAMID,Pyramid Technoplast Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
QPOWER,Quality Power Electrical Equipments Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
QUADFUTURE,Quadrant Future Tek Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
QUESS,Quess Corp Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
QUICKHEAL,Quick Heal Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
QUINT,Quint Digital Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
QUINTEGRA,Quintegra Solutions Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RACE,Race Eco Chain Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'race' (competition/ethnicity/speed) triggers matches in political news or sports coverage,N,Y,Y
RACLGEAR,RACL Geartech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RADAAN,Radaan Mediaworks India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RADHIKAJWE,Radhika Jeweltech Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RADIANTCMS,Radiant Cash Management Services Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RADICO,Radico Khaitan Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RADIOCITY,Music Broadcast Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAILTEL,Railtel Corporation Of India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAIN,Rain Industries Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'rain' (weather) triggers false positives in weather and agricultural news,N,Y,Y
RAINBOW,Rainbow Childrens Medicare Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'rainbow' triggers case-insensitive false matches in news,N,N,Y
RAJESHEXPO,Rajesh Exports Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAJMET,Rajnandini Metal Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAJOOENG,Rajoo Engineers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAJPALAYAM,Rajapalayam Mills Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAJRATAN,Rajratan Global Wire Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAJRILTD,Raj Rayon Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAJSREESUG,Rajshree Sugars & Chemicals Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAJTV,Raj Television Network Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAJVIR,Rajvir Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RALLIS,Rallis India Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAMANEWS,Shree Rama Newsprint Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAMAPHO,Rama Phosphates Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAMASTEEL,Rama Steel Tubes Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAMCOCEM,The Ramco Cements Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAMCOIND,Ramco Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAMCOSYS,Ramco Systems Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAMKY,Ramky Infrastructure Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAMRAT,Ram Ratna Wires Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RANASUG,Rana Sugars Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RANEHOLDIN,Rane Holdings Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RATEGAIN,Rategain Travel Technologies Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RATNAMANI,Ratnamani Metals & Tubes Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RATNAVEER,Ratnaveer Precision Engineering Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAYMOND,Raymond Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'raymond' triggers case-insensitive false matches in news,N,N,Y
RAYMONDLSL,Raymond Lifestyle Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RAYMONDREL,Raymond Realty Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RBA,Restaurant Brands Asia Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RBLBANK,RBL Bank Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RBZJEWEL,RBZ Jewellers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RCF,Rashtriya Chemicals and Fertilizers Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RCOM,Reliance Communications Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RECLTD,REC Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'recltd' triggers case-insensitive false matches in news,N,N,Y
REDINGTON,Redington Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
REDTAPE,Redtape Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
REFEX,Refex Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
REGAAL,Regaal Resources Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
REGENCERAM,Regency Ceramics Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RELAXO,Relaxo Footwears Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RELCHEMQ,Reliance Chemotex Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RELIABLE,Reliable Data Services Limited,symbol_stoplist,drop_bare_symbol_alias,Common English word 'reliable' triggers case-insensitive false matches in news,Y,N,Y
RELIANCE,Reliance Industries Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
RELIGARE,Religare Enterprises Limited,keep,keep,Low ambiguity corporate name or ticker symbol,N,N,Y
